Object ID,Land Area (Square Meters),ALANDHIST,Water Area (Square Meters),AWATERHIST,ZIP Code Tabulation Area FIPS Class Code,EFFDATE,ESTABDATE,Functional Status,Geographic Identifier,Legal/Statistical Area Description Code,MAF/TIGER Feature Class Code,Base Name,Name,OID,Vintage,Zip Code Tabulation Area Code,Decennial Housing Count,Decennial Population Count (100%),Centroid Longitude,Centroid Latitude,Internal Point Longitude,Internal Point Latitude,STGEOMETRY_AREA,STGEOMETRY_LEN,Shape__Area,Shape__Length
448,4407796,4407796,0,0,B5,,,S,95064,Z5,G6350,95064,ZCTA5 95064,221704258477002,70,95064,566,8806,-122.0588685,+36.9915959,-122.0588685,+36.9915959,6922091.57188989,11509.7054271828,0.000446160904630233,0.0922414380127441
449,15853892,15853893,2037,2037,B5,,,S,94070,Z5,G6350,94070,ZCTA5 94070,221704258476597,70,94070,12552,31585,-122.2701506,+37.4974027,-122.2725564,+37.4964691,25234109.7203575,31426.9995734344,0.00161557562887538,0.255363867638631
450,39161638,39161638,2265357,2265357,B5,,,S,94010,Z5,G6350,94010,ZCTA5 94010,221704258476555,70,94010,17555,44045,-122.3782194,+37.5731109,-122.3750285,+37.5719177,66062376.1835674,65164.2629601758,0.00422525201747703,0.524072449147866
451,271005793,271005793,32384,32384,B5,,,S,96024,Z5,G6350,96024,ZCTA5 96024,221704258477824,70,96024,517,859,-122.9013609,+40.5875887,-122.8811851,+40.5470452,470466444.090234,174349.702977617,0.0288312265211061,1.37884277072556
452,11757662,11757662,0,0,B5,,,S,91732,Z5,G6350,91732,ZCTA5 91732,221704258473366,70,91732,15939,60137,-118.0145239,+34.0724071,-118.0145239,+34.0724071,17179253.7571742,25514.549808138,0.00114832649342134,0.206050470831164
453,14724154,14724156,8095,8095,B5,,,S,90501,Z5,G6350,90501,ZCTA5 90501,221704258471733,70,90501,15935,43990,-118.3142124,+33.8336078,-118.3140219,+33.8337437,21406096.4469087,24179.5685754899,0.00143488562821403,0.192223546253072
454,16836869,16836869,19351763,19351763,B5,,,S,90802,Z5,G6350,90802,ZCTA5 90802,221704258472272,70,90802,24012,41686,-118.2093706,+33.7505346,-118.2068203,+33.7512788,52481723.006889,38512.9214911112,0.00352135448156332,0.316981431148872
455,17787461,17787460,259197,259197,B5,,,S,90808,Z5,G6350,90808,ZCTA5 90808,221704258472365,70,90808,14750,39747,-118.1123209,+33.8240614,-118.1113355,+33.8239432,26216151.482215,29156.8345515608,0.00175750783273543,0.247212128754377
456,15760034,15760035,9341,9341,B5,,,S,94089,Z5,G6350,94089,ZCTA5 94089,221704258476609,70,94089,9349,23255,-122.0144226,+37.4119156,-122.0156049,+37.4124017,25039532.8567782,23276.3969029331,0.00160495148884365,0.187479246882805
457,21906343,21906343,0,0,B5,,,S,94043,Z5,G6350,94043,ZCTA5 94043,221704258476582,70,94043,14174,31414,-122.0689193,+37.4119135,-122.0689193,+37.4119135,34784150.1773197,32067.4418374037,0.00222954959872368,0.260427868591292
458,17070566,17070566,0,0,B5,,,S,94087,Z5,G6350,94087,ZCTA5 94087,221704258476606,70,94087,21355,58344,-122.0366796,+37.3516149,-122.0366796,+37.3516149,27062467.2870322,31463.593732838,0.00173601043888993,0.256218827641422
459,163809362,163809362,413882,413882,B5,,,S,93641,Z5,G6350,93641,ZCTA5 93641,221704258476441,70,93641,379,587,-119.0216957,+36.7048243,-119.0399555,+36.7054817,255989404.552272,167056.960057675,0.0165616798080919,1.3443012544313
460,116067933,116067933,123913,123913,B5,,,S,91709,Z5,G6350,91709,ZCTA5 91709,221704258473276,70,91709,26104,78530,-117.7254651,+33.9510589,-117.7256483,+33.9429693,169289157.832818,64286.6903362576,0.0113321095200263,0.526201854226521
461,606454435,606460339,23094833,23094282,B5,,,S,96015,Z5,G6350,96015,ZCTA5 96015,221704258477811,70,96015,154,364,-120.8717592,+41.4966786,-120.8776604,+41.5117804,1123144850.83267,299578.531373972,0.0678844626149839,2.35457560736521
462,9568841,9568841,0,0,B5,,,S,92104,Z5,G6350,92104,ZCTA5 92104,221704258474453,70,92104,23261,44265,-117.1278140,+32.7419328,-117.1278140,+32.7419328,13563215.9661992,22231.9822871897,0.000920610056482474,0.178972737416551
463,902035,902035,0,0,B5,,,S,95113,Z5,G6350,95113,ZCTA5 95113,221704258477016,70,95113,1579,2658,-121.8904427,+37.3340134,-121.8904427,+37.3340134,1429368.30049961,10491.9672153802,9.17130009838729E-05,0.0846395648888989
464,120774,120774,0,0,B5,,,S,93670,Z5,G6350,93670,ZCTA5 93670,2217026265990878,70,93670,19,80,-119.2541526,+36.4855574,-119.2541526,+36.4855574,187204.96311397,2663.19318720447,1.21460370792192E-05,0.0228072465088898
465,72143659,72152820,261254,260993,B5,,,S,93108,Z5,G6350,93108,ZCTA5 93108,221704258476024,70,93108,5584,11243,-119.6040280,+34.4492535,-119.6054267,+34.4489735,106735001.919466,68422.8646116746,0.00710268016155169,0.568738235619131
466,26313338,26313338,0,0,B5,,,S,95923,Z5,G6350,95923,ZCTA5 95923,221704258477700,70,95923,205,53,-121.1366879,+40.1838039,-121.1366879,+40.1838039,45134301.7329436,90932.2516029294,0.00278256536284971,0.71602218260922
467,19824285,19824291,222070,222070,B5,,,S,95354,Z5,G6350,95354,ZCTA5 95354,221704258477204,70,95354,9656,26765,-120.9642446,+37.6384671,-120.9647723,+37.6390292,32023073.0156513,41662.4356259129,0.00204634976262241,0.340869453832348
468,20477990,20477990,53055,53055,B5,,,S,91764,Z5,G6350,91764,ZCTA5 91764,221704258473560,70,91764,16956,55322,-117.6015218,+34.0753489,-117.6056183,+34.0740868,30000198.7668598,37556.9526971489,0.00200525754257797,0.32362625254389
469,3616500,3616499,94332,94332,B5,,,S,95814,Z5,G6350,95814,ZCTA5 95814,221704258477631,70,95814,7277,12208,-121.4948846,+38.5805954,-121.4955896,+38.5805683,6081471.35139455,12366.1098721357,0.000383640075597214,0.0992583937755882
470,30463180,30463170,161215,161215,B5,,,S,95257,Z5,G6350,95257,ZCTA5 95257,221704258477118,70,95257,274,454,-120.4525430,+38.3806697,-120.4680167,+38.3799265,49913217.7913897,60591.8417470058,0.00315744281624575,0.498454546888785
471,114292862,114292874,134844,134844,B5,,,S,95255,Z5,G6350,95255,ZCTA5 95255,221704258477117,70,95255,1107,1956,-120.4751366,+38.4205648,-120.4800231,+38.4198522,186704441.700052,106984.524727388,0.0118041525165609,0.892281544944279
472,52472769,52472769,11273,11273,B5,,,S,95665,Z5,G6350,95665,ZCTA5 95665,221704258477521,70,95665,2198,4657,-120.6524382,+38.3958521,-120.6527553,+38.3951756,85576852.2835905,85654.5619207879,0.00541233749481762,0.694001655438145
473,28365190,28365190,0,0,B5,,,S,94544,Z5,G6350,94544,ZCTA5 94544,221704258476746,70,94544,24686,79769,-122.0567723,+37.6335073,-122.0567723,+37.6335073,45305983.1172484,39791.8730975581,0.00289535202136904,0.327256237411939
474,14818035,14817506,32825,32825,B5,,,S,92835,Z5,G6350,92835,ZCTA5 92835,221704258475913,70,92835,9410,25450,-117.9153523,+33.9017128,-117.9146673,+33.9005730,21612544.9940194,34529.5292311643,0.00144756901158871,0.28665651405026
475,457036459,457036465,6030239,6030239,B5,,,S,96116,Z5,G6350,96116,ZCTA5 96116,221704258477934,70,96116,121,150,-120.4484503,+41.2603074,-120.4460066,+41.2572907,820190919.07545,211068.557548635,0.0497541516724596,1.67739085190757
476,470648125,470668191,1250860,1250860,B5,,,S,96097,Z5,G6350,96097,ZCTA5 96097,221704258477907,70,96097,4783,10131,-122.6591337,+41.7621910,-122.6594663,+41.7561470,848803783.550335,268693.082313827,0.0510919256716988,2.09036585223823
477,25090568,25090565,102975,102975,B5,,,S,95225,Z5,G6350,95225,ZCTA5 95225,221704258477085,70,95225,271,605,-120.8648220,+38.2039967,-120.8641483,+38.2025516,40863940.8338043,32624.2266407995,0.00259129842561379,0.267490795170423
478,12330829,12330829,0,0,B5,,,S,93703,Z5,G6350,93703,ZCTA5 93703,221704258476482,70,93703,10617,34840,-119.7624110,+36.7688556,-119.7624110,+36.7688556,19252928.8585425,23049.8888476857,0.00124456541425388,0.191168043021317
479,104004087,104004087,1122411,1122411,B5,,,S,95324,Z5,G6350,95324,ZCTA5 95324,221704258477154,70,95324,2568,7148,-120.8960320,+37.3945243,-120.8989886,+37.3931494,166849175.448697,78465.6556610631,0.0106969640205534,0.642015794106802
480,18635607,18635607,0,0,B5,,,S,92377,Z5,G6350,92377,ZCTA5 92377,221704258475493,70,92377,5657,20734,-117.4040683,+34.1523635,-117.4040683,+34.1523635,27279661.9697995,32824.6564206202,0.00182175160489351,0.277000238841902
481,68637306,68637306,822400,822403,B5,,,S,95326,Z5,G6350,95326,ZCTA5 95326,221704258477156,70,95326,3562,10429,-120.8531193,+37.5899796,-120.8554355,+37.5890984,110815133.822645,70530.8671294092,0.00708596561662489,0.576925508902413
482,19892453,19892453,2147,2147,B5,,,S,92120,Z5,G6350,92120,ZCTA5 92120,221704258474642,70,92120,13235,30768,-117.0731910,+32.7952859,-117.0737962,+32.7939936,28232817.5911509,33132.197973029,0.00191516800714453,0.275060016257572
483,599737,599737,0,0,B5,,,S,95221,Z5,G6350,95221,ZCTA5 95221,2217026265990845,70,95221,286,549,-120.5484656,+38.0722862,-120.5484656,+38.0722862,969297.26294799,7785.457868101,6.15769322394044E-05,0.0626692141104149
484,187994211,187994211,1309638,1309638,B5,,,S,93286,Z5,G6350,93286,ZCTA5 93286,221704258476177,70,93286,3109,9735,-119.1078751,+36.4514692,-119.0932419,+36.4627099,293171030.387062,99408.6418193322,0.0190295598408738,0.796624121175439
485,283904103,283904103,18065273,18065273,B5,,,S,93238,Z5,G6350,93238,ZCTA5 93238,221704258476082,70,93238,1157,1603,-118.4712598,+35.8279126,-118.4977096,+35.8507724,460345154.115052,180779.831834448,0.0301190880754802,1.46191210873744
486,12537450,12537450,0,0,B5,,,S,93633,Z5,G6350,93633,ZCTA5 93633,221704258476426,70,93633,205,37,-118.9562350,+36.7291216,-118.9562350,+36.7291216,19555428.0557297,25552.4998665269,0.00126477458888985,0.208913287187622
487,18766717,18766717,470555,470555,B5,,,S,95207,Z5,G6350,95207,ZCTA5 95207,221704258477069,70,95207,19531,52465,-121.3249546,+38.0023828,-121.3249787,+38.0021250,31032547.9476254,25614.9871236621,0.00197329969478233,0.206061581027539
488,394963210,394963210,143387,143387,B5,,,S,93643,Z5,G6350,93643,ZCTA5 93643,221704258476443,70,93643,1568,3130,-119.4500299,+37.2714741,-119.5184338,+37.2050538,625054220.741848,301011.916689823,0.0401387916622298,2.40136833004978
489,115085292,115085292,2391950,2391950,B5,,,S,93604,Z5,G6350,93604,ZCTA5 93604,221704258476387,70,93604,1021,627,-119.5221606,+37.3717118,-119.5298079,+37.3479077,186339324.583785,100871.031922282,0.0119501338599548,0.801350616736944
490,194081627,194081627,11074785,11074785,B5,,,S,93529,Z5,G6350,93529,ZCTA5 93529,221704258476328,70,93529,816,619,-119.1375134,+37.7831929,-119.1881016,+37.7777065,329000030.568284,99149.1411603659,0.0209828445604217,0.792307970546609
491,122577268,122577268,255008,255008,B5,,,S,95045,Z5,G6350,95045,ZCTA5 95045,221704258476990,70,95045,1711,4323,-121.5257294,+36.8327805,-121.5185645,+36.8258065,192104061.899763,108357.913060947,0.0124078055259815,0.887228143307429
492,108737211,108737211,7179440,7179440,B5,,,S,95641,Z5,G6350,95641,ZCTA5 95641,221704258477495,70,95641,1340,2266,-121.6027526,+38.1504432,-121.6048157,+38.1555709,187743148.946126,148944.896294022,0.0119140737151611,1.201213485426
493,777243563,777259791,5146875,5146875,B5,,,S,95973,Z5,G6350,95973,ZCTA5 95973,221704258477764,70,95973,16478,39609,-121.8516943,+39.8809561,-121.8596424,+39.8765263,1330239889.36255,211524.347634121,0.0823750433542045,1.66970011655698
494,1792524,1792524,0,0,B5,,,S,93606,Z5,G6350,93606,ZCTA5 93606,221704258476389,70,93606,324,1352,-120.0162735,+36.7987146,-120.0162735,+36.7987146,2800948.01796831,8048.54950543605,0.000180990906301304,0.0651008121616753
495,13943616,13943667,14653609,14653556,B5,,,S,92101,Z5,G6350,92101,ZCTA5 92101,221704258474411,70,92101,32513,47505,-117.1858873,+32.7161671,-117.1720862,+32.7178067,40511577.9396687,62198.9186205044,0.00275053902805666,0.510921967441318
496,238148618,238148618,173946,173946,B5,,,S,95075,Z5,G6350,95075,ZCTA5 95075,221704258477008,70,95075,159,470,-121.1925761,+36.8011106,-121.1919755,+36.7935532,372419258.894426,140170.180870911,0.0240641160926316,1.13019647601815
497,15986867,15986868,40144,40144,B5,,,S,93710,Z5,G6350,93710,ZCTA5 93710,221704258476492,70,93710,12312,30552,-119.7625169,+36.8233465,-119.7627096,+36.8241049,25059336.2401036,31973.9328906361,0.0016187565393011,0.261845842395391
498,81804862,81804862,0,0,B5,,,S,92404,Z5,G6350,92404,ZCTA5 92404,221704258475539,70,92404,19335,64270,-117.2389262,+34.1786334,-117.2389262,+34.1786334,119823843.916305,91871.9708588167,0.00799942091521189,0.750341488605347
499,9339955,9339955,221507,221507,B5,,,S,95819,Z5,G6350,95819,ZCTA5 95819,221704258477639,70,95819,8303,20812,-121.4376940,+38.5681799,-121.4375632,+38.5668619,15664374.8255309,19816.4772965274,0.000988333254554163,0.159411755393822
500,213780579,213780579,859921,859921,B5,,,S,93631,Z5,G6350,93631,ZCTA5 93631,221704258476424,70,93631,5957,16843,-119.5213095,+36.4765074,-119.5173390,+36.4800648,332621991.922978,132890.883729724,0.0215833404790828,1.08623135282076
501,234883719,234883719,344799,344799,B5,,,S,96075,Z5,G6350,96075,ZCTA5 96075,221704258477882,70,96075,206,427,-121.8719226,+40.3558386,-121.8763871,+40.3623281,405520892.747077,186154.149343419,0.0249371658142081,1.54753152904956
502,1545097038,1545062959,28557181,28556980,B5,,,S,96101,Z5,G6350,96101,ZCTA5 96101,221704258477915,70,96101,2633,5238,-120.5043989,+41.4579532,-120.5113063,+41.4562516,2804154028.69973,379379.682118312,0.169587912147108,2.94333556640022
503,616305033,616305033,120128,120128,B5,,,S,93255,Z5,G6350,93255,ZCTA5 93255,221704258476121,70,93255,367,630,-118.0798446,+35.6829085,-118.1014170,+35.6773299,936332799.457522,171844.441689135,0.0613735205647572,1.42205922339435
504,501195,501195,0,0,B5,,,S,95041,Z5,G6350,95041,ZCTA5 95041,221704258476984,70,95041,294,602,-122.0582794,+37.0505337,-122.0582794,+37.0505337,788298.299516375,5536.56650950267,5.07700842717895E-05,0.0451556520480761
505,1182222,1182222,930546,930546,B5,,,S,94964,Z5,G6350,94964,ZCTA5 94964,221704258476934,70,94964,131,4264,-122.4890137,+37.9408723,-122.4907119,+37.9405953,3402547.01657325,9161.59746810738,0.000216542791349639,0.077010765725292
506,17131449,17131449,0,0,B5,,,S,93064,Z5,G6350,93064,ZCTA5 93064,221704258476013,70,93064,18,57,-118.6998492,+34.2452721,-118.6998492,+34.2452721,25132594.5804508,21916.0486619126,0.00167652212462599,0.180622388221031
507,32475651,32475651,61317,61317,B5,,,S,92121,Z5,G6350,92121,ZCTA5 92121,221704258474644,70,92121,1878,4658,-117.2021798,+32.8972098,-117.2016472,+32.8971234,46279066.4791407,42816.1767756647,0.0031357290622509,0.353495837763127
508,22303299,22303299,0,0,B5,,,S,92123,Z5,G6350,92123,ZCTA5 92123,221704258474660,70,92123,12550,30937,-117.1342012,+32.8096148,-117.1342012,+32.8096148,31661172.6263381,33006.0653765329,0.00214738361319178,0.263212830028838
509,74397281,74397281,60186,60186,B5,,,S,96126,Z5,G6350,96126,ZCTA5 96126,221704258477946,70,96126,143,273,-120.3899749,+39.5476389,-120.4035792,+39.5497256,125385908.128294,104248.263144871,0.00780215063696232,0.844614252751711
510,28342877,28342877,0,0,B5,,,S,95065,Z5,G6350,95065,ZCTA5 95065,221704258477003,70,95065,3378,8444,-121.9844016,+37.0322419,-121.9844016,+37.0322419,44557509.5962669,49779.3549701293,0.00287040159400931,0.397657250632053
511,219516310,219516310,489069,489069,B5,,,S,93551,Z5,G6350,93551,ZCTA5 93551,221704258476362,70,93551,18083,56001,-118.2262972,+34.5940322,-118.2273807,+34.5896182,325438044.286695,112787.570335285,0.0216186592126633,0.933887192108572
512,36140315,36145565,0,0,B5,,,S,92320,Z5,G6350,92320,ZCTA5 92320,221704258475322,70,92320,4164,10036,-117.0502845,+33.9873802,-117.0502845,+33.9873802,52700257.4029055,44597.3745192576,0.00352621690217347,0.38062640958339
513,310762053,310762053,1808724,1808724,B5,,,S,95573,Z5,G6350,95573,ZCTA5 95573,221704258477431,70,95573,999,1750,-123.6586932,+40.8955953,-123.6687235,+40.9149256,547567803.363081,171305.643596834,0.0334011109562198,1.37582150563613
514,190239816,190239816,866820,866820,B5,,,S,94060,Z5,G6350,94060,ZCTA5 94060,221704258476585,70,94060,632,1513,-122.3355505,+37.2229641,-122.2734930,+37.2471373,301941884.082443,107314.577630354,0.0194021781662741,0.864113492286524
515,9646305,9646305,3034,3034,B5,,,S,90064,Z5,G6350,90064,ZCTA5 90064,221704258470019,70,90064,12750,27553,-118.4265006,+34.0358208,-118.4264862,+34.0353095,14086699.9606111,22304.1327893605,0.000942014873999142,0.18471295505971
516,5054787,5054787,0,0,B5,,,S,91411,Z5,G6350,91411,ZCTA5 91411,221704258473124,70,91411,9940,24984,-118.4596299,+34.1785171,-118.4596299,+34.1785171,7403995.75608897,16428.9341591122,0.000494290423375787,0.133386786091651
517,14250512,14250512,0,0,B5,,,S,94037,Z5,G6350,94037,ZCTA5 94037,221704258476576,70,94037,1108,2811,-122.4958343,+37.5533007,-122.4958343,+37.5533007,22712873.640726,27131.5983736966,0.00145306817057644,0.220137774376312
518,339115368,339115366,134332,134332,B5,,,S,95955,Z5,G6350,95955,ZCTA5 95955,221704258477740,70,95955,542,1403,-122.2046144,+39.2965445,-122.2017152,+39.2945158,567226405.893795,149271.845606072,0.0354230786433618,1.21048774263866
519,301468053,301468051,406236,406236,B5,,,S,94515,Z5,G6350,94515,ZCTA5 94515,221704258476697,70,94515,3388,6834,-122.6245993,+38.6248673,-122.6150850,+38.6357177,495331128.071546,139280.216856779,0.0312278882252031,1.13348444426815
520,17006684,17006684,80913,80913,B5,,,S,91335,Z5,G6350,91335,ZCTA5 91335,221704258472826,70,91335,24819,76650,-118.5407080,+34.2010560,-118.5409577,+34.2001746,25042295.3682983,21030.2124559972,0.00167137572975662,0.171237820617011
521,4120738,4120738,0,0,B5,,,S,94041,Z5,G6350,94041,ZCTA5 94041,221704258476579,70,94041,7196,15604,-122.0753507,+37.3882390,-122.0753507,+37.3882390,6539033.76605799,14518.9356940884,0.000419262975810852,0.120268658007743
522,368256409,368271335,3292839,3292839,B5,,,S,96137,Z5,G6350,96137,ZCTA5 96137,221704258477962,70,96137,3943,3265,-121.1246192,+40.3854137,-121.2298715,+40.4693254,641095042.076877,430474.88264254,0.0394060367843849,3.36252901670551
523,146264095,146264095,380466,380466,B5,,,S,95334,Z5,G6350,95334,ZCTA5 95334,221704258477166,70,95334,4431,16594,-120.7462571,+37.3475485,-120.7512837,+37.3496766,232455315.594618,102845.031017946,0.0149124041336108,0.821762744110549
524,295251750,295259472,21462311,21454580,B5,,,S,95252,Z5,G6350,95252,ZCTA5 95252,221704258477114,70,95252,5769,14260,-120.8421831,+38.1586687,-120.8432468,+38.1586282,513078281.714227,194499.304879648,0.0325559452880952,1.56591573092497
525,726268750,726268753,156359,156359,B5,,,S,93637,Z5,G6350,93637,ZCTA5 93637,221704258476436,70,93637,12375,40202,-120.1921431,+36.9109859,-120.1859331,+36.9180792,1138404155.69629,214522.974451531,0.073453033091937,1.75863956651024
526,300440000,300440000,41747,41747,B5,,,S,96129,Z5,G6350,96129,ZCTA5 96129,221704258477948,70,96129,183,266,-120.3534858,+39.8184376,-120.3600494,+39.8351218,509964014.227006,167139.531904884,0.0316082909080251,1.34258954532447
527,216830321,216830321,2258734,2258120,B5,,,S,95503,Z5,G6350,95503,ZCTA5 95503,221704258477365,70,95503,10587,24488,-124.0917146,+40.7240224,-124.1078148,+40.7384033,381839517.975976,144798.561273037,0.0233521857339838,1.14174138162598
528,627019698,627019698,10138443,10138443,B5,,,S,95311,Z5,G6350,95311,ZCTA5 95311,221704258477137,70,95311,1259,1997,-120.0834312,+37.7044617,-120.0910354,+37.7056860,1019625734.67173,239465.034995747,0.065098542097985,1.94067560650949
529,31642250,31642258,11721,11721,B5,,,S,95251,Z5,G6350,95251,ZCTA5 95251,221704258477113,70,95251,329,753,-120.4577092,+38.0802051,-120.4535801,+38.0800615,51170275.4816544,49692.6180208379,0.00325036142248791,0.399388055881453
530,102614146,102614146,50650,50650,B5,,,S,93601,Z5,G6350,93601,ZCTA5 93601,221704258476383,70,93601,832,1858,-119.7369964,+37.3939487,-119.7323630,+37.3907754,162939924.31034,104487.707745537,0.0104464110368099,0.831769988103572
531,19311840,19311841,61592,61592,B5,,,S,94541,Z5,G6350,94541,ZCTA5 94541,221704258476743,70,94541,23479,69736,-122.0871272,+37.6737550,-122.0878233,+37.6737571,30977286.7312953,47918.3534749104,0.00197858106639615,0.395281289073495
532,46099394,46099394,2565478,2565478,B5,,,S,93036,Z5,G6350,93036,ZCTA5 93036,221704258475999,70,93036,15095,48656,-119.1597871,+34.2491272,-119.1534542,+34.2481409,71400350.7554288,74698.0642083309,0.00476269081127612,0.625033792936895
533,239435431,239435429,1832925,1832925,B5,,,S,93060,Z5,G6350,93060,ZCTA5 93060,221704258476010,70,93060,10282,33859,-119.0956737,+34.3654274,-119.0966947,+34.3720307,354957883.93791,151016.916670348,0.0236443370336019,1.24686454761276
534,15812530,15812530,129197,129197,B5,,,S,90706,Z5,G6350,90706,ZCTA5 90706,221704258472076,70,90706,25219,79179,-118.1270875,+33.8880236,-118.1272504,+33.8878214,23192740.8805538,21757.0966446739,0.00155365696537046,0.177098694818514
535,199830994,199831044,85506,85506,B5,,,S,95380,Z5,G6350,95380,ZCTA5 95380,221704258477244,70,95380,14594,42912,-120.8697799,+37.4722814,-120.8752475,+37.4742296,317947363.817954,127314.305205926,0.0203629436459778,1.04259754998242
536,3080014,3080014,0,0,B5,,,S,90270,Z5,G6350,90270,ZCTA5 90270,221704258471484,70,90270,6694,25113,-118.1876880,+33.9885572,-118.1876880,+33.9885572,4491438.4677669,11227.7296675784,0.00030052161923777,0.0952636827851433
537,5289316,5289316,326896,326896,B5,,,S,90402,Z5,G6350,90402,ZCTA5 90402,221704258471689,70,90402,5977,12295,-118.5046657,+34.0349647,-118.5040391,+34.0346660,8198724.3263639,22761.6627293738,0.00054827591202411,0.185079273802901
538,404275848,404275848,5497672,5497672,B5,,,S,95369,Z5,G6350,95369,ZCTA5 95369,221704258477230,70,95369,387,816,-120.4130131,+37.5243669,-120.4042497,+37.5254044,652607297.202344,234988.790126233,0.0417670575589,1.8804032359077
539,22884221,22884221,0,0,B5,,,S,95350,Z5,G6350,95350,ZCTA5 95350,221704258477194,70,95350,20812,55344,-121.0072847,+37.6717296,-121.0072847,+37.6717296,36588907.8333197,36939.6320983662,0.00233707050028897,0.300169140491566
540,681592027,681592027,2517748,2517748,B5,,,S,93610,Z5,G6350,93610,ZCTA5 93610,221704258476394,70,93610,5902,23859,-120.2904716,+37.0904945,-120.2888671,+37.0872855,1077119951.36079,229725.008886039,0.0693349581451912,1.86039303614662
541,11422484,11422484,44704,44704,B5,,,S,90504,Z5,G6350,90504,ZCTA5 90504,221704258471762,70,90504,12161,32503,-118.3313538,+33.8669375,-118.3316422,+33.8672804,16674811.4222796,20192.931795176,0.00111730391517995,0.1673940473752
542,27838093,27838093,139467,139467,B5,,,S,90210,Z5,G6350,90210,ZCTA5 90210,221704258470394,70,90210,9706,21134,-118.4150723,+34.1025082,-118.4146299,+34.1005166,40907157.6265961,36517.544883073,0.00273341886713752,0.293028273927135
543,559646523,559643841,8653680,8653680,B5,,,S,96056,Z5,G6350,96056,ZCTA5 96056,221704258477857,70,96056,786,1444,-121.3258307,+41.0716394,-121.3177457,+41.0671514,1000854227.14352,308639.377759767,0.0608882048750274,2.39411551051124
544,154608815,154608815,93504,93504,B5,,,S,93645,Z5,G6350,93645,ZCTA5 93645,221704258476445,70,93645,136,297,-119.6182055,+37.1640721,-119.6201357,+37.1521087,244046383.056661,114118.768675884,0.015694170340339,0.925145515766627
545,23673021,23673021,504270,504270,B5,,,S,91784,Z5,G6350,91784,ZCTA5 91784,221704258473680,70,91784,9557,26718,-117.6583427,+34.1410415,-117.6555828,+34.1411459,35382461.814304,26544.0597680775,0.00236317981170941,0.219588949766661
546,134567806,134566500,1949783,1949783,B5,,,S,95340,Z5,G6350,95340,ZCTA5 95340,221704258477181,70,95340,13403,38606,-120.4065294,+37.3412717,-120.4064058,+37.3400869,216366283.322653,152667.302876102,0.0138814326091961,1.24663746149415
547,380275293,380276603,3663504,3663504,B5,,,S,95341,Z5,G6350,95341,ZCTA5 95341,221704258477188,70,95341,9144,33194,-120.5071511,+37.2303751,-120.5010724,+37.2310450,606727615.618836,174525.728771756,0.0389832860537354,1.42806850026112
548,354668762,354668762,502811,502811,B5,,,S,95949,Z5,G6350,95949,ZCTA5 95949,221704258477733,70,95949,9211,20720,-121.1334460,+39.1019833,-121.1338515,+39.1026700,590593581.386445,146139.979043694,0.0369846451135345,1.16074069622569
549,7920842,7915659,407251,407251,B5,,,S,96090,Z5,G6350,96090,ZCTA5 96090,221704258477898,70,96090,195,451,-122.1215216,+40.0069120,-122.1193386,+40.0073509,14211378.7113921,22601.0497975056,0.000878422967161896,0.177715749814151
550,316819096,316819089,0,0,B5,,,S,95333,Z5,G6350,95333,ZCTA5 95333,221704258477165,70,95333,919,2752,-120.2427411,+37.2446736,-120.2427411,+37.2446736,500849312.528766,145529.607046151,0.0321742918308701,1.18629009410289
551,36194538,36193244,20609,20609,B5,,,S,90631,Z5,G6350,90631,ZCTA5 90631,221704258471928,70,90631,23058,69533,-117.9512598,+33.9426577,-117.9524832,+33.9427081,52754386.0530035,41621.9795805828,0.00353169477261872,0.345583766849047
552,2745855,2745855,16915,16915,B5,,,S,95202,Z5,G6350,95202,ZCTA5 95202,221704258477056,70,95202,3751,6949,-121.2877087,+37.9596959,-121.2882868,+37.9597363,4451615.5292148,10323.1042479768,0.000283234309790714,0.0833575677018685
553,354512708,354512708,4347044,4347044,B5,,,S,95230,Z5,G6350,95230,ZCTA5 95230,221704258477090,70,95230,276,786,-120.8649531,+37.9735844,-120.8946819,+37.9976496,578443678.866772,203086.530017192,0.0367965142431785,1.63414449692645
554,569974655,569974655,126912,126912,B5,,,S,93460,Z5,G6350,93460,ZCTA5 93460,221704258476294,70,93460,2491,5728,-119.9009905,+34.6621741,-119.7436158,+34.6733168,844682547.432311,264571.588686722,0.0560657150135739,2.19357253925925
555,34344253,34344253,46232,46232,B5,,,S,93906,Z5,G6350,93906,ZCTA5 93906,221704258476516,70,93906,18160,66381,-121.6321769,+36.7225774,-121.6336673,+36.7226758,53631901.7071112,40358.1241481274,0.00346901107513986,0.32520656544932
556,880820748,880820748,13385292,13385292,B5,,,S,95338,Z5,G6350,95338,ZCTA5 95338,221704258477175,70,95338,5645,11019,-119.9864484,+37.5091382,-119.9837888,+37.5070110,1423541320.23836,345255.487924863,0.0911256355525438,2.77741112964284
557,478069428,478069428,8601735,8601735,B5,,,S,95469,Z5,G6350,95469,ZCTA5 95469,221704258477336,70,95469,997,1855,-123.0597455,+39.3884863,-123.0752527,+39.3989363,815843084.030829,283394.773842484,0.050882068134797,2.24505916812622
558,15978799,15978799,0,0,B5,,,S,92115,Z5,G6350,92115,ZCTA5 92115,221704258474590,70,92115,22976,64251,-117.0719048,+32.7615490,-117.0719048,+32.7615490,22658816.3485913,33824.3582298992,0.00153763975890797,0.28271747258949
