Object ID,Land Area (Square Meters),ALANDHIST,Water Area (Square Meters),AWATERHIST,ZIP Code Tabulation Area FIPS Class Code,EFFDATE,ESTABDATE,Functional Status,Geographic Identifier,Legal/Statistical Area Description Code,MAF/TIGER Feature Class Code,Base Name,Name,OID,Vintage,Zip Code Tabulation Area Code,Decennial Housing Count,Decennial Population Count (100%),Centroid Longitude,Centroid Latitude,Internal Point Longitude,Internal Point Latitude,STGEOMETRY_AREA,STGEOMETRY_LEN,Shape__Area,Shape__Length
956,293243098,293243098,15365,15365,B5,,,S,93656,Z5,G6350,93656,ZCTA5 93656,221704258476459,70,93656,1872,6459,-119.9361084,+36.4517036,-119.9368187,+36.4509441,454165735.118378,130447.719199132,0.0294795606073421,1.06249992140242
957,1163150893,1163150893,18995403,18995403,B5,,,S,95321,Z5,G6350,95321,ZCTA5 95321,221704258477150,70,95321,3587,3745,-119.7507126,+37.9773218,-119.8361513,+37.9316913,1905693274.97091,510105.867836189,0.121220540037484,4.19406203053406
958,12629793,12629801,6972905,6972905,B5,,,S,95254,Z5,G6350,95254,ZCTA5 95254,221704258477115,70,95254,201,525,-120.9585241,+38.2032054,-120.9642416,+38.1998379,31794956.5223842,31623.0689848765,0.00201623280281638,0.25884910431285
959,24445663,24445663,0,0,B5,,,S,95975,Z5,G6350,95975,ZCTA5 95975,221704258477766,70,95975,824,1702,-121.1536959,+39.2243254,-121.1536959,+39.2243254,40789689.5902148,33173.8845004166,0.0025499291655251,0.271111165480542
960,330277595,330277595,2060831,2060831,B5,,,S,95236,Z5,G6350,95236,ZCTA5 95236,221704258477095,70,95236,1667,4476,-121.0317673,+38.0421649,-121.0392543,+38.0442710,536687835.129597,147349.84031352,0.0341083652497218,1.17907532352999
961,180806349,180806353,221375,221375,B5,,,S,95245,Z5,G6350,95245,ZCTA5 95245,221704258477105,70,95245,1236,2126,-120.6197575,+38.3019156,-120.6094652,+38.3027468,294412822.697201,132893.326281214,0.0186444119526641,1.07156439461456
962,144330278,144330278,2825268,2825268,B5,,,S,94586,Z5,G6350,94586,ZCTA5 94586,221704258476823,70,94586,409,943,-121.8546881,+37.5732601,-121.8522460,+37.5671254,234665474.992788,108399.613418853,0.0150088172281357,0.877199973293707
963,7066882,7066882,182673,182673,B5,,,S,95816,Z5,G6350,95816,ZCTA5 95816,221704258477634,70,95816,11162,18606,-121.4653906,+38.5755419,-121.4648034,+38.5754073,11879222.5183625,19193.2438494722,0.000749434836507135,0.154036039857338
964,63141302,63141302,132179,132179,B5,,,S,96029,Z5,G6350,96029,ZCTA5 96029,221704258477829,70,96029,57,138,-122.4874753,+39.9400410,-122.4891914,+39.9392965,107762975.135103,66306.1363764378,0.00666748339926926,0.521686228435143
965,606594317,606594317,7045352,7045352,B5,,,S,95979,Z5,G6350,95979,ZCTA5 95979,221704258477769,70,95979,420,519,-122.4791472,+39.2977774,-122.4755189,+39.2903018,1026041717.6897,181713.423875548,0.0640748008290757,1.48808710124648
966,1027602246,1027602246,3966284,3966284,B5,,,S,93513,Z5,G6350,93513,ZCTA5 93513,221704258476312,70,93513,898,1870,-118.1720302,+37.1839068,-118.3356711,+37.0361398,1628191384.73168,399705.55876735,0.104677781372629,3.23879030792002
967,221001665,221001665,0,0,B5,,,S,95983,Z5,G6350,95983,ZCTA5 95983,221704258477773,70,95983,295,401,-120.7389324,+40.0582609,-120.7389324,+40.0582609,377689913.591854,147138.137284163,0.0233279055987623,1.18415328495113
968,669933796,669933796,2062823,2062823,B5,,,S,96050,Z5,G6350,96050,ZCTA5 96050,221704258477850,70,96050,289,476,-122.9568603,+41.8538699,-122.9510152,+41.8534715,1212149947.21056,245209.943616849,0.0728586933519182,1.91984997607666
969,326763083,326763083,450501,450501,B5,,,S,95526,Z5,G6350,95526,ZCTA5 95526,221704258477379,70,95526,374,520,-123.6627302,+40.4470611,-123.6764866,+40.4615284,565616869.371039,275317.718360042,0.0347350185002142,2.16630976827339
970,600532645,600532645,618,618,B5,,,S,92384,Z5,G6350,92384,ZCTA5 92384,221704258475498,70,92384,28,24,-116.1505487,+35.9825294,-116.1191681,+36.0433376,919047962.740316,148631.797245171,0.0600134823835106,1.20042857769354
971,907059313,907059313,682150,682150,B5,,,S,93527,Z5,G6350,93527,ZCTA5 93527,221704258476326,70,93527,1262,2315,-117.9845883,+35.8025919,-118.0789360,+35.9229319,1382975274.91892,438657.75407932,0.0905122393546662,3.48774728839327
972,8130252,8130252,0,0,B5,,,S,93022,Z5,G6350,93022,ZCTA5 93022,221704258475981,70,93022,2312,6172,-119.2983551,+34.4032764,-119.2983551,+34.4032764,11972072.132631,21912.0012244652,0.00079711988564668,0.177561156873355
973,107746051,107746051,353395,353395,B5,,,S,95960,Z5,G6350,95960,ZCTA5 95960,221704258477746,70,95960,384,762,-121.0583862,+39.3912163,-121.0166256,+39.4414426,181228888.796638,138344.17179467,0.0113023560661532,1.10888248124789
974,1179346800,1179346800,5613930,5613930,B5,,,S,93622,Z5,G6350,93622,ZCTA5 93622,221704258476413,70,93622,2782,9884,-120.6243763,+36.7928119,-120.6253823,+36.7856176,1851310506.27277,376364.240371314,0.11963639365149,3.05006836088057
975,567831664,567831664,1457938,1457938,B5,,,S,93274,Z5,G6350,93274,ZCTA5 93274,221704258476162,70,93274,24164,78493,-119.3794568,+36.1798040,-119.3799754,+36.1779345,875575881.491754,170550.964084964,0.0570315585150638,1.41951129605538
976,131309459,131309459,827762,827762,B5,,,S,95969,Z5,G6350,95969,ZCTA5 95969,221704258477759,70,95969,2910,5710,-121.6339667,+39.7217487,-121.6386630,+39.7207419,223632521.510772,111959.555940709,0.0138805710016641,0.87308251306491
977,25284733,25284735,0,0,B5,,,S,93737,Z5,G6350,93737,ZCTA5 93737,2217026265990880,70,93737,2001,6596,-119.6455811,+36.7536132,-119.6455811,+36.7536132,39463151.3918197,41721.5534783904,0.00255151953479071,0.330080031673598
978,1012000337,1012000337,16976005,16976005,B5,,,S,93635,Z5,G6350,93635,ZCTA5 93635,221704258476430,70,93635,14242,48510,-120.8830662,+37.0158553,-120.8817002,+37.0201870,1616966240.72126,401498.38074286,0.104187059135256,3.24028890642911
979,6540013,6540972,162336,162526,B5,,,S,95319,Z5,G6350,95319,ZCTA5 95319,221704258477147,70,95319,669,2130,-120.8772283,+37.6308520,-120.8851310,+37.6290045,10704479.1769861,28231.1214314965,0.000684111502323503,0.225187788736257
980,17227836,17227836,0,0,B5,,,S,95958,Z5,G6350,95958,ZCTA5 95958,2217026265990855,70,95958,15,45,-121.7979375,+39.5642039,-121.7979375,+39.5642039,29025411.7363378,34250.3348893686,0.00180567734923898,0.269487582438214
981,153617338,153617338,0,0,B5,,,S,93266,Z5,G6350,93266,ZCTA5 93266,221704258476143,70,93266,459,1521,-119.8563037,+36.1717293,-119.8563037,+36.1717293,236217332.353964,126317.114155248,0.0153878577980322,1.02938257395884
982,106355921,106355921,156596,156596,B5,,,S,95335,Z5,G6350,95335,ZCTA5 95335,221704258477167,70,95335,1138,412,-120.0923645,+38.1189690,-120.0931460,+38.1248866,172364338.537938,101147.075892659,0.0109428628911701,0.825168972040798
983,19694712,19694712,208110,208110,B5,,,S,95210,Z5,G6350,95210,ZCTA5 95210,221704258477073,70,95210,12291,41378,-121.2978124,+38.0321421,-121.2978857,+38.0317856,32132057.4630625,30379.8940763393,0.00204238584956329,0.237080006605898
984,1079534,1079534,0,0,B5,,,S,95974,Z5,G6350,95974,ZCTA5 95974,221704258477765,70,95974,55,142,-121.7556978,+39.4972966,-121.7556978,+39.4972966,1815316.30802329,5897.26733275838,0.000113040180622193,0.0487139870626433
985,266575588,266575587,266703,266703,B5,,,S,93219,Z5,G6350,93219,ZCTA5 93219,221704258476060,70,93219,2396,9324,-119.2882075,+35.8790946,-119.2949573,+35.8882375,407313039.556566,134658.344817275,0.0266322482852956,1.11429402921042
986,21541683,21541683,1439050,1439050,B5,,,S,95832,Z5,G6350,95832,ZCTA5 95832,221704258477663,70,95832,3206,11930,-121.4988698,+38.4398565,-121.4961382,+38.4474133,37516131.2705099,57691.6739449327,0.00237127556101768,0.44440891738559
987,18117261,18117261,1385071,1385071,B5,,,S,95831,Z5,G6350,95831,ZCTA5 95831,221704258477662,70,95831,19466,43099,-121.5295019,+38.4959921,-121.5302555,+38.4957873,31886785.1309841,24311.5931362171,0.00201389496351112,0.192021178971723
988,4657660,4657660,0,0,B5,,,S,95968,Z5,G6350,95968,ZCTA5 95968,221704258477757,70,95968,552,1512,-121.5517794,+39.4351775,-121.5517794,+39.4351775,7818336.69219859,14888.0602012722,0.000487284458813519,0.120385153716949
989,293343192,293343192,1639331,1639331,B5,,,S,95632,Z5,G6350,95632,ZCTA5 95632,221704258477484,70,95632,10327,31470,-121.2612778,+38.2770740,-121.2592009,+38.2744509,479415947.692798,202686.30572938,0.0303705799051386,1.64382132744168
990,83899326,83899326,3536488,3536488,B5,,,S,95686,Z5,G6350,95686,ZCTA5 95686,221704258477556,70,95686,477,1338,-121.4854546,+38.1903729,-121.5202225,+38.1577939,141768540.16048,74007.9499591037,0.00899162270980014,0.595619095182278
991,8337126,8337126,377326,377326,B5,,,S,95258,Z5,G6350,95258,ZCTA5 95258,221704258477120,70,95258,1541,4054,-121.3101193,+38.1681308,-121.3089147,+38.1720647,14121049.6731864,20621.2237078566,0.000895896958809317,0.159830377804498
992,400738579,400738579,1444059,1444059,B5,,,S,96014,Z5,G6350,96014,ZCTA5 96014,221704258477810,70,96014,141,237,-122.7731545,+41.3578311,-122.7808581,+41.3881347,714474403.639932,234428.548694998,0.0432762442055719,1.81572984836643
993,815664733,815664733,1770717,1770717,B5,,,S,96031,Z5,G6350,96031,ZCTA5 96031,221704258477832,70,96031,83,118,-123.1800468,+41.1726184,-123.1981763,+41.1756244,1444010448.98018,305364.104583487,0.0877133829194463,2.43112056621478
994,156342598,156342598,28879796,28879796,B5,,,S,95521,Z5,G6350,95521,ZCTA5 95521,221704258477373,70,95521,9722,21581,-124.0474144,+40.8458633,-124.0453337,+40.8433563,323992632.536743,154568.62219629,0.0197781320339345,1.21597852248708
995,376561485,376561485,6034014,6034014,B5,,,S,95928,Z5,G6350,95928,ZCTA5 95928,221704258477708,70,95928,17392,38378,-121.8354891,+39.6831563,-121.8372104,+39.6814875,646797865.051641,193308.297222217,0.0401682685278502,1.53084046406762
996,71072360,71072360,1428,1428,B5,,,S,93220,Z5,G6350,93220,ZCTA5 93220,221704258476061,70,93220,69,214,-118.7836840,+35.3705391,-118.7818450,+35.3787350,107129197.379848,105518.049963558,0.00704935719295463,0.880161292171372
997,119625459,119625459,241297,241297,B5,,,S,95317,Z5,G6350,95317,ZCTA5 95317,221704258477145,70,95317,256,750,-120.5073993,+37.1294830,-120.5064331,+37.1273801,188921008.320877,68783.6565389045,0.0121547226544862,0.562382684696405
998,19051728,19051728,374389,374389,B5,,,S,95467,Z5,G6350,95467,ZCTA5 95467,221704258477331,70,95467,2563,6031,-122.5494931,+38.8045200,-122.5480991,+38.8129545,32034630.4281817,36270.8737222263,0.00201453834642962,0.292411953689641
999,526121262,526121262,2009315,2009315,B5,,,S,96086,Z5,G6350,96086,ZCTA5 96086,221704258477891,70,96086,177,300,-123.2301104,+41.8740030,-123.2608091,+41.9242120,953242963.700447,201176.082446541,0.0572784093028531,1.55403152669179
1000,9995674,9995674,423471,423471,B5,,,S,95818,Z5,G6350,95818,ZCTA5 95818,221704258477637,70,95818,10998,22375,-121.4966779,+38.5557552,-121.4970584,+38.5544871,17063630.6557093,23303.0319216351,0.00107680455903392,0.186197022124302
1001,13642312,13642312,0,0,B5,,,S,95820,Z5,G6350,95820,ZCTA5 95820,221704258477640,70,95820,13758,36848,-121.4442024,+38.5349099,-121.4442024,+38.5349099,22329454.4192015,26886.5945364923,0.00140951416778989,0.221974501714665
1002,96261,96261,0,0,B5,,,S,95978,Z5,G6350,95978,ZCTA5 95978,221704258477768,70,95978,67,137,-121.5296158,+39.9084390,-121.5296158,+39.9084390,163794.41925672,2427.87798091996,1.01389255178219E-05,0.0181991940448192
1003,115847499,115847499,2670057,2670057,B5,,,S,95310,Z5,G6350,95310,ZCTA5 95310,221704258477133,70,95310,953,1794,-120.3617142,+38.0994848,-120.3785504,+38.0858386,191690172.496615,92087.0736284088,0.0121730391833808,0.727103845646969
1004,56692520,56692520,0,0,B5,,,S,95914,Z5,G6350,95914,ZCTA5 95914,221704258477689,70,95914,340,693,-121.3787717,+39.4075858,-121.3787717,+39.4075858,95089255.1753296,77039.677066178,0.00592886144704607,0.608872440042271
1005,21749564,21749564,251925,251925,B5,,,S,95822,Z5,G6350,95822,ZCTA5 95822,221704258477645,70,95822,16864,45215,-121.4955394,+38.5127202,-121.4942151,+38.5128441,35989575.3781297,30455.277502819,0.00227248943701852,0.237578124277462
1006,551444704,551444704,2255271,2255271,B5,,,S,93311,Z5,G6350,93311,ZCTA5 93311,221704258476210,70,93311,17620,52466,-119.1656470,+35.1536563,-119.1683616,+35.1537293,830181002.333932,267246.418423455,0.0547739974267643,2.17048943904544
1007,13231008,13231008,7463,7463,B5,,,S,95346,Z5,G6350,95346,ZCTA5 95346,221704258477190,70,95346,1357,1106,-120.1729597,+38.0704280,-120.1733531,+38.0704750,21394947.393124,41170.0465692564,0.00135919871809165,0.332424031990126
1008,211508107,211508110,462781,462781,B5,,,S,92407,Z5,G6350,92407,ZCTA5 92407,221704258475552,70,92407,19311,67814,-117.3883689,+34.2239623,-117.3884871,+34.2251623,310816375.480837,168785.168025391,0.0207388938590611,1.40015410054395
1009,135692710,135692710,1961,1961,B5,,,S,93207,Z5,G6350,93207,ZCTA5 93207,221704258476044,70,93207,376,311,-118.6315493,+35.8872060,-118.5956271,+35.8952939,207169049.719138,130471.218964444,0.0135444044594806,1.06786135031511
1010,159872975,159872975,33920,33920,B5,,,S,93267,Z5,G6350,93267,ZCTA5 93267,221704258476145,70,93267,1747,6119,-119.0741265,+36.1428200,-119.0738770,+36.1436233,245708750.228127,138686.588194611,0.0160120673072015,1.14449796769092
1011,29806771,29806429,232643,232523,B5,,,S,92316,Z5,G6350,92316,ZCTA5 92316,221704258475320,70,92316,7711,31463,-117.3907340,+34.0575911,-117.3911786,+34.0570660,43875702.1386436,42065.5313492613,0.00293333093873116,0.347992848164765
1012,29051736,29051736,3030217,3030217,B5,,,S,91902,Z5,G6350,91902,ZCTA5 91902,221704258473787,70,91902,6142,17902,-117.0047548,+32.6748121,-117.0061014,+32.6732170,45406413.2463735,44009.5323314734,0.00308430217842215,0.368208229458316
1013,21336259,21336259,412635,412635,B5,,,S,95209,Z5,G6350,95209,ZCTA5 95209,221704258477071,70,95209,13697,44660,-121.3512206,+38.0471283,-121.3528022,+38.0468630,35126646.3632171,35925.3913031768,0.00223227170999962,0.290907015289833
1014,9266342,9266342,0,0,B5,,,S,92139,Z5,G6350,92139,ZCTA5 92139,221704258474738,70,92139,10717,35771,-117.0488864,+32.6800314,-117.0488864,+32.6800314,13116408.2328897,16928.3278932154,0.00089090074880005,0.1423679242463
1015,302667360,302667360,60214415,60214415,B5,,,S,95219,Z5,G6350,95219,ZCTA5 95219,221704258477079,70,95219,11410,29392,-121.5158057,+38.0206442,-121.5124976,+38.0374279,585672164.600216,237650.405274258,0.037232438319279,1.94360268734668
1016,518511897,518511896,4184131,4184131,B5,,,S,95901,Z5,G6350,95901,ZCTA5 95901,221704258477683,70,95901,13047,35840,-121.4885680,+39.2224715,-121.4940499,+39.2239387,872121239.010775,251504.026380823,0.0545211398302854,2.00096504419644
1017,526401134,526401134,1369104,1369104,B5,,,S,93249,Z5,G6350,93249,ZCTA5 93249,221704258476108,70,93249,650,2590,-119.8580423,+35.6703063,-119.8877470,+35.6216970,801416406.356997,352786.055227358,0.0525383961280568,2.90185785506353
1018,420148538,420148538,3511645,3511645,B5,,,S,93630,Z5,G6350,93630,ZCTA5 93630,221704258476423,70,93630,6063,21103,-120.1291049,+36.7182694,-120.1269547,+36.7165742,660625519.788409,189758.93210054,0.0427328705800392,1.53144702738797
1019,69552734,69552734,1293001,1293001,B5,,,S,95391,Z5,G6350,95391,ZCTA5 95391,221704258477256,70,95391,7257,24709,-121.5912453,+37.7695286,-121.5980477,+37.7807898,113570002.100517,72086.0090254925,0.0072445683586011,0.588016293797152
1020,150371281,150371280,1746517,1746517,B5,,,S,95220,Z5,G6350,95220,ZCTA5 95220,221704258477080,70,95220,2665,7241,-121.2359885,+38.1977969,-121.2350309,+38.2002315,246693393.857363,139290.762070393,0.0156448609791369,1.12583010800394
1021,19204252,19204252,24339,24339,B5,,,S,95237,Z5,G6350,95237,ZCTA5 95237,221704258477096,70,95237,1221,3259,-121.1484587,+38.1595513,-121.1465613,+38.1539541,31151061.603211,36351.3861529136,0.001976582108,0.296787555862267
1022,1618535,1618535,0,0,B5,,,S,93650,Z5,G6350,93650,ZCTA5 93650,221704258476452,70,93650,1262,3744,-119.8001206,+36.8401974,-119.8001206,+36.8401974,2531798.3394839,12302.1291599918,0.00016351041267626,0.101464170259181
1023,71346631,71346631,12163574,12163574,B5,,,S,93042,Z5,G6350,93042,ZCTA5 93042,221704258476003,70,93042,6,17,-119.4309407,+33.4136301,-119.5035884,+33.2556547,120184259.457416,77793.3133426736,0.00809513177387089,0.659105753213416
1024,4359780,4359781,0,0,B5,,,S,95253,Z5,G6350,95253,ZCTA5 95253,2217026265990851,70,95253,112,286,-121.1952844,+38.1471686,-121.1952844,+38.1471686,7060651.20134198,16779.6144671625,0.000448085514108243,0.133477250972016
1025,20380109,20380079,757727,757727,B5,,,S,93730,Z5,G6350,93730,ZCTA5 93730,221704258476512,70,93730,5129,13687,-119.7551433,+36.9035114,-119.7511410,+36.9060265,33119231.2511192,36322.7526757372,0.00213715614745524,0.290752111424875
1026,284798424,284798424,73603,73603,B5,,,S,95377,Z5,G6350,95377,ZCTA5 95377,221704258477240,70,95377,9732,34590,-121.4960209,+37.6528939,-121.5168567,+37.6740035,455245152.234871,134191.719036249,0.0290855526864107,1.09589968036479
1027,3010278767,3010278767,57052986,57052986,B5,,,S,93634,Z5,G6350,93634,ZCTA5 93634,221704258476427,70,93634,526,55,-118.9363000,+37.2055586,-119.0009358,+37.2236095,4844167538.1437,444788.742724283,0.311344004283001,3.60446428865411
1028,23841054,23841054,48714,48714,B5,,,S,95838,Z5,G6350,95838,ZCTA5 95838,221704258477671,70,95838,12110,41340,-121.4430937,+38.6470507,-121.4452544,+38.6457235,39223593.5649777,29656.0404761218,0.00247206768335673,0.237828888851024
1029,50486942,50486942,18908,18908,B5,,,S,93531,Z5,G6350,93531,ZCTA5 93531,221704258476330,70,93531,249,531,-118.6078603,+35.2294076,-118.6130668,+35.2317801,75864490.5017402,45917.1351892019,0.0050007810864372,0.377933020770832
1030,6724488,6724488,17793,17793,B5,,,S,93581,Z5,G6350,93581,ZCTA5 93581,2217026265990852,70,93581,4,3660,-118.5703332,+35.1128855,-118.5709793,+35.1129063,10098781.5418357,16231.3188266846,0.000666638926304586,0.133833100496145
1031,103276296,103283762,514517,514517,B5,,,S,92373,Z5,G6350,92373,ZCTA5 92373,221704258475477,70,92373,15131,35348,-117.1535309,+34.0064754,-117.1597020,+34.0119465,151416552.998139,93545.9417738682,0.0101291248870439,0.794321228828765
1032,7832865,7832865,1191976,1191976,B5,,,S,92107,Z5,G6350,92107,ZCTA5 92107,221704258474493,70,92107,14412,28684,-117.2455919,+32.7392275,-117.2454042,+32.7390553,12791368.7607703,18546.4788086623,0.000868246887421265,0.151075610170677
1033,5346999,5346999,0,0,B5,,,S,93652,Z5,G6350,93652,ZCTA5 93652,221704258476454,70,93652,108,410,-119.9045766,+36.5950119,-119.9045766,+36.5950119,8311288.12017529,13649.3494150693,0.000538481518560729,0.110375052165134
1034,171689,171689,0,0,B5,,,S,92415,Z5,G6350,92415,ZCTA5 92415,2217026265990853,70,92415,0,2,-117.2868479,+34.1050543,-117.2868479,+34.1050543,251048.502600105,2508.01582459835,1.67745643011585E-05,0.0202068115717408
1035,10286755,10286755,0,0,B5,,,S,95842,Z5,G6350,95842,ZCTA5 95842,221704258477674,70,95842,12162,34196,-121.3488651,+38.6870376,-121.3488651,+38.6870376,16908110.4134551,24213.0203655224,0.0010650390840965,0.194277840579096
1036,16878643,16878631,0,0,B5,,,S,95843,Z5,G6350,95843,ZCTA5 95843,221704258477676,70,95843,15045,48234,-121.3636749,+38.7153295,-121.3636749,+38.7153295,27764813.246177,26461.0482337785,0.00174820925849417,0.223015429064001
1037,22997563,22997563,207638,207638,B5,,,S,95835,Z5,G6350,95835,ZCTA5 95835,221704258477668,70,95835,14763,41399,-121.5246260,+38.6708896,-121.5256020,+38.6684910,38124763.413762,36851.0620486238,0.00240201462293044,0.306715456158631
1038,22540529,22540529,0,0,B5,,,S,92117,Z5,G6350,92117,ZCTA5 92117,221704258474611,70,92117,21244,51505,-117.1997139,+32.8248932,-117.1997139,+32.8248932,32008862.7867806,29101.2332468528,0.00217059249666818,0.241921946727065
1039,13929405,13929405,0,0,B5,,,S,92122,Z5,G6350,92122,ZCTA5 92122,221704258474650,70,92122,22330,45646,-117.2101561,+32.8567981,-117.2101561,+32.8567981,19794643.6810396,19747.8787573602,0.00134183656336972,0.164948661910101
1040,48081162,48081162,0,0,B5,,,S,92130,Z5,G6350,92130,ZCTA5 92130,221704258474719,70,92130,23045,61595,-117.2058249,+32.9476156,-117.2058249,+32.9476156,68465597.0776478,43025.280874401,0.00463637908183046,0.35515660585819
1041,342112340,342112341,0,0,B5,,,S,92371,Z5,G6350,92371,ZCTA5 92371,221704258475472,70,92371,5978,16345,-117.5425936,+34.4383377,-117.5425936,+34.4383377,504192795.631925,178437.627945665,0.0335558210065301,1.45756010772872
1042,231804782,231804783,9176805,9176805,B5,,,S,93562,Z5,G6350,93562,ZCTA5 93562,221704258476378,70,93562,934,1633,-117.3426434,+35.7065876,-117.3075439,+35.7012209,366259552.495248,97460.6011049939,0.0239999752911899,0.769198985617382
1043,23167822,23167820,386803,386803,B5,,,S,95827,Z5,G6350,95827,ZCTA5 95827,221704258477656,70,95827,7846,21566,-121.3253223,+38.5515266,-121.3274972,+38.5483596,38571407.4442231,47988.3841516195,0.00243420059177879,0.379103008879657
1044,213754101,213754101,2067,2067,B5,,,S,91759,Z5,G6350,91759,ZCTA5 91759,221704258473518,70,91759,326,432,-117.6919403,+34.2540733,-117.6995737,+34.2636985,313656201.769744,91815.1203774718,0.0209208837995902,0.747696256146161
1045,52597913,52597922,11789,11789,B5,,,S,95829,Z5,G6350,95829,ZCTA5 95829,221704258477660,70,95829,9713,32123,-121.3332469,+38.4875914,-121.3234520,+38.4895460,85998268.486025,50651.1383511025,0.00543208245335336,0.400711976308243
1046,123269444,123269444,62257,62257,B5,,,S,92397,Z5,G6350,92397,ZCTA5 92397,221704258475525,70,92397,3055,5485,-117.6913472,+34.3621317,-117.7537180,+34.3540894,181433791.413526,111328.754853505,0.0120860913234537,0.945400846863383
1047,43748025,43748026,923956,923956,B5,,,S,92395,Z5,G6350,92395,ZCTA5 92395,221704258475523,70,92395,16647,47556,-117.2947628,+34.5003034,-117.2989850,+34.5048281,65932667.5258152,38463.0196846292,0.00438480495881777,0.313121897251802
1048,282561819,282561819,34700517,34700517,B5,,,S,94571,Z5,G6350,94571,ZCTA5 94571,221704258476803,70,94571,5415,10439,-121.7482055,+38.1565598,-121.7597729,+38.1520707,513937639.314795,150834.282622161,0.032611387061479,1.19303492499969
1049,207786584,207786584,1523684,1523684,B5,,,S,95638,Z5,G6350,95638,ZCTA5 95638,221704258477491,70,95638,789,2295,-121.1148196,+38.3396882,-121.0701320,+38.3426776,340762317.065324,96155.8727186122,0.0215683536207507,0.772929766867904
1050,288141621,288141621,12439129,12439129,B5,,,S,95555,Z5,G6350,95555,ZCTA5 95555,221704258477416,70,95555,221,415,-123.9777721,+41.2952029,-123.9776369,+41.3025508,532960115.333238,294890.63858034,0.0323128968052515,2.23407753495712
1051,1109390020,1109390021,9361039,9361039,B5,,,S,93446,Z5,G6350,93446,ZCTA5 93446,221704258476273,70,93446,19453,45979,-120.7187318,+35.6587228,-120.7175839,+35.6590681,1698325539.7967,436024.226273966,0.111353551869797,3.57056925532251
1052,27562167,27562167,11500,11500,B5,,,S,92145,Z5,G6350,92145,ZCTA5 92145,221704258474740,70,92145,6,6057,-117.1457766,+32.8629167,-117.1431718,+32.8684963,39189424.855232,27069.494247831,0.0026563840988274,0.226561462294889
1053,37039177,37009774,0,0,B5,,,S,91762,Z5,G6350,91762,ZCTA5 91762,221704258473541,70,91762,19096,62524,-117.6430312,+34.0276396,-117.6692980,+34.0594090,54061802.4929269,73945.202688784,0.00361560289911722,0.609760129913848
1054,24206375,24206375,81123,81123,B5,,,S,95355,Z5,G6350,95355,ZCTA5 95355,221704258477205,70,95355,22959,62337,-120.9471626,+37.6727071,-120.9465940,+37.6729060,38833559.8322073,35157.1928067719,0.00248041065015059,0.280533547939384
1055,8753687,8753687,0,0,B5,,,S,92116,Z5,G6350,92116,ZCTA5 92116,221704258474605,70,92116,17070,31523,-117.1231244,+32.7648411,-117.1231244,+32.7648411,12414120.8066617,20693.6978399389,0.000842397944097684,0.176966674569889
1056,123779317,123779318,628163,628163,B5,,,S,93021,Z5,G6350,93021,ZCTA5 93021,221704258475979,70,93021,12372,38103,-118.8827743,+34.3041724,-118.8839285,+34.3051810,182765748.732923,84563.3361367237,0.0121832295349122,0.703166196459187
1057,2538604,2538604,0,0,B5,,,S,95312,Z5,G6350,95312,ZCTA5 95312,221704258477138,70,95312,80,251,-120.6529833,+37.4210709,-120.6529833,+37.4210709,4031927.43113167,12622.6821692968,0.000258401667906583,0.105005926809782
1058,7927053,7927053,74875,74875,B5,,,S,95368,Z5,G6350,95368,ZCTA5 95368,221704258477227,70,95368,4066,13896,-121.0904818,+37.7154752,-121.0854039,+37.7132691,12809045.8886331,27390.4553136446,0.000817679074316402,0.220389522482408
1059,691185298,691185298,663222,663222,B5,,,S,93023,Z5,G6350,93023,ZCTA5 93023,221704258475985,70,93023,9082,20937,-119.2485129,+34.5037404,-119.2519103,+34.5090947,1021203399.73408,232594.630677492,0.0679115758789521,1.91345365133031
1060,290090295,290090295,1222722,1222722,B5,,,S,96034,Z5,G6350,96034,ZCTA5 96034,221704258477836,70,96034,164,345,-122.6078620,+41.4416349,-122.6049604,+41.4440190,518841557.687239,213169.630687688,0.0313861242116218,1.62775806417028
1061,115745783,115745783,177237,177237,B5,,,S,92389,Z5,G6350,92389,ZCTA5 92389,221704258475503,70,92389,148,123,-116.2482762,+35.8290681,-116.2747546,+35.8245722,176726262.083916,71821.3834767936,0.0115625757389353,0.604777147387417
1062,2008217843,2008217843,575866,575866,B5,,,S,93210,Z5,G6350,93210,ZCTA5 93210,221704258476052,70,93210,5052,18581,-120.4323502,+36.1950567,-120.4385560,+36.1674637,3090776386.71622,498767.431177569,0.201280629038592,4.05297407171625
1063,35558724,35558739,3447,3447,B5,,,S,91730,Z5,G6350,91730,ZCTA5 91730,221704258473346,70,91730,25678,68883,-117.5811021,+34.1002333,-117.5812819,+34.1004019,51994133.2600256,33973.7053279547,0.00347434299260385,0.286988885120943
1064,23163019,23163019,0,0,B5,,,S,91786,Z5,G6350,91786,ZCTA5 91786,221704258473698,70,91786,20352,55763,-117.6620703,+34.1052502,-117.6620703,+34.1052502,33869769.5841257,27104.1800095285,0.00226310553648545,0.228225865944086
1065,37019,37019,0,0,B5,,,S,95435,Z5,G6350,95435,ZCTA5 95435,221704258477289,70,95435,22,53,-122.8747978,+39.0031495,-122.8747978,+39.0031495,61385.498494285,1191.02770306523,3.84951999876648E-06,0.00908382053239089
