ID,BUILDING_DEPARTMENT,TYPE,DEPARTMENT_NAME,AND_DEPARTMENT_NAME,MATCH_GCC,Notes,BD_STAFF_COUNT,BD_STAFF_POS,BD_STAFF_TOTAL_WAGES,EmployerPopulation,EmployerCounty
CNT.026,COUNTY OF MONO,COUNTY,Community Development,,Yes,,21,"Assistant Director Of Community Development, Building Inspector I/II/III, Building Inspector I/II/III, Building Official, Community Development Analyst I/II/II (Ra) Extra Help, Community Development Analyst I/II/III, Community Development Analyst I/II/III, Community Development Analyst I/II/III, Community Development Analyst I/II/III, Community Development Analyst I/II/III, Community Development Analyst I/II/III-Code, Community Development Analyst I/II/III-Code, Community Development Director, Fiscal & Admin Services Officer II, Office Manager & Planning Commission Secretary, Permit Technician, Planning Analyst III (Ra) Extra Help, Planning Commissioner, Planning Commissioner, Planning Commissioner, Planning Commissioner",1141939.0,12684.0,Mono
CNT.027,COUNTY OF MONTEREY,COUNTY,,,,,,,,,
CNT.028,COUNTY OF NAPA,COUNTY,Pbes - Building Inspection,,Yes,,31,"Administrative Secretary I, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector II, Building Inspector II, Chief Building Official, Code Compliance Manager, Code Compliance Officer I, Code Compliance Officer I, Code Compliance Officer I, Code Compliance Officer I, Code Compliance Supervisor, Field Inspection Supervisor, Office Assistant II, Office Assistant II, Office Assistant II, Office Assistant II, Office Assistant II, Permit Technician I, Permit Technician I, Permit Technician II, Permit Technician II, Permit Technician II, Plans & Permit Supervisor, Plans & Permit Supervisor, Plans & Permit Supervisor, Plans Examiner, Plans Examiner, Plans Examiner, Secretary",2677901.0,136124.0,Napa
CNT.029,COUNTY OF NEVADA,COUNTY,,,,,,,,,
CNT.030,COUNTY OF ORANGE,COUNTY,Oc Community Resources,Oc Public Works,Caveat,Mixed with the other departments; https://occr.ocgov.com/sites/occr/files/2024-01/OCCR%20Org%20Chart%2001.18.24.pdf Community Services ; around 26,26,,,,
CNT.031,COUNTY OF PLACER,COUNTY,,,,,,,,,
CNT.032,COUNTY OF PLUMAS,COUNTY,,,,,,,,,
CNT.033,COUNTY OF RIVERSIDE,COUNTY,,,,,,,,,
CNT.034,COUNTY OF SACRAMENTO,COUNTY,Community Development,,Yes,,401,"Account Clerk Lv II, Account Clerk Lv II, Account Clerk Lv II, Account Clerk Lv II, Account Clerk Lv II, Accounting Technician, Accounting Technician, Accounting Technician, Accounting Technician, Accounting Technician, Admin Services Officer I, Admin Services Officer I, Admin Services Officer I, Admin Services Officer I, Admin Services Officer II, Admin Services Officer II, Admin Services Officer II, Admin Services Officer II, Admin Services Officer II, Admin Services Officer II, Admin Services Officer III, Assoc Civil Engineer, Assoc Civil Engineer, Assoc Civil Engineer, Assoc Civil Engineer, Assoc Civil Engineer, Assoc Civil Engineer, Assoc Civil Engineer, Assoc Civil Engineer, Assoc Engineer Architect, Assoc Engineer Architect, Assoc Engineer Architect, Assoc Land Surveyor, Assoc Land Surveyor, Assoc Land Surveyor, Assoc Landscape Architect, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Assoc Planner, Asst Building Official, Asst Engineer - Civil Lv II, Asst Engineer - Civil Lv II, Asst Engineer - Civil Lv II, Asst Engineer - Civil Lv II, Asst Land Surveyor, Asst Land Surveyor, Asst Land Surveyor, Asst Land Surveyor, Asst Land Surveyor, Asst Landscape Architect Lv II, Asst Mechanical Engineer Lv II, Asst Planner, Asst Planner, Asst Planner, Asst Planner, Asst Planner, Asst Planner, Asst Planner, Asst Planner, Asst Planner, Building Inspector I, Building Inspector I, Building Inspector I, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng A, Building Inspector II Rng B, Building Inspector II Rng B, Building Inspector II Rng B, Building Inspector II Rng B, Building Inspector II Rng B, Building Inspector II Rng B, Building Inspector II Rng B, Chief Building Official, Chief Code Enforcement Division, Chief Construction Mgmt. & Inspection Div, Chief Construction Mgmt. & Inspection Div, Chief Departmental Admin Services, Chief Development & Surveyor Services Div, Clerical Supervisor II, Clerical Supervisor II, Code Enforcement Manager, Code Enforcement Officer Lv I, Code Enforcement Officer Lv I, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Code Enforcement Officer Lv II, Construction Inspection Supervisor, Construction Inspection Supervisor, Construction Inspection Supervisor, Construction Inspection Supervisor, Construction Inspection Supervisor, Construction Inspection Supervisor, Construction Inspection Supervisor, Construction Inspection Supervisor, Construction Inspector, Construction Inspector, Construction Inspector, Construction Inspector, Construction Inspector, Construction Inspector, Construction Inspector, Construction Inspector, Construction Inspector, Construction Management Specialist, Construction Management Specialist, Construction Management Specialist, Construction Management Specialist, Construction Management Supervisor, Construction Management Supervisor, Construction Management Supervisor, Construction Management Supervisor, Construction Management Supervisor, Construction Management Supervisor, Construction Management Supervisor, Construction Manager, Construction Manager, Construction Manager, Construction Manager, Construction Manager, Construction Manager, Construction Manager, Construction Materials Lab Tech Lv I, Construction Materials Lab Tech Lv I, Construction Materials Lab Tech Lv I, Construction Materials Lab Tech Lv I, Construction Materials Lab Tech Lv I, Construction Materials Lab Tech Lv I, Construction Materials Lab Tech Lv II, Construction Materials Lab Tech Lv II, Construction Materials Lab Tech Lv II, Construction Materials Lab Tech Lv II, Dir Of Community Development, Engineer Architect Student Intern Rng Jr, Engineer Architect Student Intern Rng So, Engineer Architect Student Intern Rng So, Engineer Architect Student Intern Rng So, Engineer Architect Student Intern Rng Sr, Engineer Architect Student Intern Rng Sr, Engineer Architect Student Intern Rng Sr, Engineer Architect Student Intern Rng Sr, Engineer Architect Student Intern Rng Sr, Engineer Architect Student Intern Rng Sr, Engineering Technician Lv II, Engineering Technician Lv II, Engineering Technician Lv II, Engineering Technician Lv II, Engineering Technician Lv II, Engineering Technician Lv II, Engineering Technician Lv II, Engineering Technician Lv II, Engineering Technician Lv II, Engineering Technician Lv II, Executive Secretary, Manager Of Special Districts, Manager Of Special Districts, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Office Assistant Lv II, Planning Director Planning Services Div, Planning Technician, Principal Building Inspector, Principal Building Inspector, Principal Building Inspector, Principal Civil Engineer, Principal Civil Engineer, Principal Civil Engineer, Principal Civil Engineer, Principal Civil Engineer, Principal Civil Engineer, Principal Civil Engineer, Principal Construction Inspector, Principal Construction Inspector, Principal Construction Inspector, Principal Engineering Technician, Principal Engineering Technician, Principal Engineering Technician, Principal Engineering Technician, Principal Engineering Technician, Principal Engineering Technician, Principal Engineering Technician, Principal Land Surveyor, Principal Planner, Principal Planner, Principal Planner, Principal Planner, Principal Planner, Safety Specialist, Secretary, Secretary, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Senior Planner, Sr Account Clerk, Sr Accountant, Sr Civil Engineer, Sr Civil Engineer, Sr Civil Engineer, Sr Civil Engineer, Sr Civil Engineer, Sr Code Enforcement Officer, Sr Code Enforcement Officer, Sr Code Enforcement Officer, Sr Code Enforcement Officer, Sr Code Enforcement Officer, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Construction Inspector, Sr Economic Dev And Marketing Specialist, Sr Engineering Technician, Sr Engineering Technician, Sr Engineering Technician, Sr Engineering Technician, Sr Engineering Technician, Sr Land Surveyor, Sr Land Surveyor, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Assistant, Sr Office Specialist, Sr Office Specialist, Sr Office Specialist, Sr Safety Specialist, Student Intern Level Senior, Student Intern Level Senior, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Building Inspector, Supervisor Code Enforcement Officer, Supervisor Code Enforcement Officer, Supervisor Code Enforcement Officer, Supervisor Code Enforcement Officer, Supervisor Code Enforcement Officer, Supervisor Code Enforcement Officer, Supervisor Code Enforcement Officer, Supervisor Engineering Technician, Supervisor Engineering Technician, Supervisor Engineering Technician, Supervisor Engineering Technician, Supervisor Permits Fees, Survey Party Chief, Survey Party Chief, Survey Party Chief, Survey Party Chief, Survey Party Chief, Survey Technician Lv II",37278859.0,1604745.0,Sacramento
CNT.035,COUNTY OF SAN BENITO,COUNTY,,,,,,,,,
CNT.036,COUNTY OF SAN BERNARDINO,COUNTY,Land Use Services,,Yes,,234,"Accounting Technician, Accounting Technician, Accounting Technician, Accounting Technician, Administrative Assistant, Administrative Manager, Administrative Manager, Administrative Supervisor I, Administrative Supervisor I, Administrative Supervisor I, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector II, Building Inspector III, Building Inspector III, Building Inspector III, Building Official, Business Systems Analyst II, Chief Engineering Geologist, Chief Engineering Geologist, Code Enforcement Chief, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer I, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer II, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Officer III, Code Enforcement Supervisor, Code Enforcement Supervisor, Code Enforcement Supervisor, Code Enforcement Supervisor, Code Enforcement Supervisor, Code Enforcement Supervisor, Code Enforcement Supervisor, Code Enforcement Supervisor, Code Enforcement Supervisor, Deputy Director Of Lnd Use Svc, Deputy Director Of Lnd Use Svc, Director Of Land Use Services, Engineer I, Engineer I, Engineer I, Engineer II, Engineer II, Engineer II, Engineer II, Engineer II, Engineer II, Engineer III, Engineering Geologist, Engineering Geologist, Engineering Manager, Engineering Manager, Engineering Technician IV, Engineering Technician IV, Engineering Technician IV, Engineering Technician IV, Engineering Technician V, Engineering Technician V, Executive Admin Assistant I, Executive Admin Assistant I, Executive Admin Assistant I, Executive Admin Assistant II, Executive Admin Assistant III, Fire Hazard Abatement Officer, Fire Hazard Abatement Officer, Fire Hazard Abatement Officer, Fire Hazard Abatement Officer, Fire Hazard Abatement Officer, Fiscal Assistant, Fiscal Specialist, Fiscal Specialist, Fiscal Specialist, Land Use Services Coordinator, Land Use Services Coordinator, Land Use Services Coordinator, Land Use Services Coordinator, Land Use Services Coordinator, Land Use Services Coordinator, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician, Land Use Technician Supervisor, Land Use Technician Supervisor, Land Use Technician Supervisor, Land Use Technician Supervisor, Land Use Technician Supervisor, Land Use Technician Trainee, Land Use Technician Trainee, Land Use Technician Trainee, Land Use Technician Trainee, Land Use Technician Trainee, Media Specialist I, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant III, Office Assistant IV, Payroll Specialist, Planner I, Planner I, Planner I, Planner II, Planner II, Planner II, Planner II, Planner II, Planner III, Planner III, Planner III, Planner III, Planning Director, Planning Manager, Planning Manager, Process Improvement Coordinator, Program Manager-Code Enforcement, Program Manager-Code Enforcement, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Public Service Employee, Regional Building Insp Supervising, Regional Building Insp Supervising, Regional Building Insp Supervising, Senior Accountant/Auditor, Senior Land Use Technician, Senior Land Use Technician, Senior Land Use Technician, Senior Land Use Technician, Senior Land Use Technician, Sr Land Use Services Coordinator, Sr Land Use Services Coordinator, Staff Analyst II, Staff Analyst II, Staff Analyst II, Staff Analyst II, Staff Analyst II, Staff Analyst II, Staff Analyst II, Staff Analyst II, Staff Analyst II-Trainee, Supervising Engineer, Supervising Engineer, Supervising Engineer, Supervising Office Specialist, Supervising Planner, Supervising Planner, Supervisor. Public Works Project Manager",15010207.0,2207424.0,San Bernardino
